speech_id,last_name,speaker_id,proceeding_id,topic_id,word_count,speech_text,file_name,mods_file,proceeding_title,year,month,day
10,GALLAGHER,2355,proceeding_id,topic_id,174,"Mr.Speaker, in just a few hours, Members of this body are leaving for a 2-week recess without having resolved the significant question of funding the government.  Funding expires only 3 days after we return--3 days--yet we are leaving. We are skipping town, but just yesterday, the chiefs of all of the military branches testified before this body about the damage another continuing resolution would do to our military.  The leaders of the Army, the Navy, the Marine Corps, and the Air Force all testified that a continuing resolution would put our warfighters in greater danger, our Nation at greater risk, and the world less secure; yet we are leaving with our work unfinished. Our troops continue to serve, but we are leaving.  In what other profession would you take a 2-week pause without actually finishing the job?  Now, I know I am new to the House, but someone please tell me how this makes sense. We should stay in session and do what the American people sent us here to do: our jobs.                          ____________________",CREC-2017-04-06-pt1-PgH2759.txt,CREC-2017-04-06-pt1-PgH2759.xml,HOUSE NEEDS TO STAY IN SESSION,2017,4,6
11,KAPTUR,616,proceeding_id,topic_id,383,"Mr.Speaker, the American flag on our Nation's Capitol is flying at half-mast to honor the life of American hero, Ohio Senator and Colonel John Herschel Glenn, being laid to rest today at Arlington National  What a human being, what a patriot, what an American hero, and what a marine whose raw courage was evidenced time and time again. A devoted, faithful husband to his beautiful wife, Annie, and father and grandfather, his life and works keep giving to us and our world.  John was a highly decorated war veteran, a Marine Corps colonel who completed 56 combat missions on the Pacific front alone during World War II, and then served in the Korean conflict. He was awarded six Distinguished Flying Crosses and 18 clusters on his Air  At the dawn of the space age, Senator Glenn became the first human being to orbit our planet Earth in 1962 on Friendship 7.[[Page H2770]]  Can you imagine his awe as he became the first human to observe planet Earth suspended aloft in the heavens with endless space beyond?  In 1974, John Glenn was elected to the U.Senate, and undertook many tough missions in his life, but none could have been more piercing than when he was given the weighty task of informing the children of Senator Robert Kennedy of that Senator's fateful assassination.  John Glenn's life embodies the words ``devotion,'' ``honor,'' ``patriotism,'' and ``bravery.'' He never stopped giving. At age 77, he chose to join the team of astronauts who were launched into space on the  Upon retirement from the U.Senate in 1999, after a quarter century of service, he dedicated his years to founding and raising funds for the John Glenn College of Public Affairs at the Ohio State  In recognition of his incredible and generous life, I will place in the Record the remarks of Vice President Joe Biden at a remembrance ceremony held in Columbus, Ohio, recently, as our State honored his life and legacy.  May the angels lead John Glenn into paradise and give peace to his family. May eternal rest grant unto you, dearest Senator and Colonel You gave all that you could possibly give, and America is forever grateful.  May I ask my colleagues to stand with me for a moment of silence in remembrance of Senator John                          ____________________",CREC-2017-04-06-pt1-PgH2769-6.txt,CREC-2017-04-06-pt1-PgH2769-6.xml,HONORING JOHN HERSCHEL GLENN,2017,4,6
12,RASKIN,2332,proceeding_id,topic_id,156,"Mr.Speaker, the gassing of civilians is an atrocity, a human rights violation, and a war crime. Assad's chemical gassing of his own people took place just a few days after the White House said that it would be silly to try to dislodge President Assad from power in  Somehow, we have to disentangle and disenthrall ourselves from Putin's friend, Assad, and all of the bullies and dictators and authoritarians on Earth who are a threat to their own people.  Last week 75,000 people marched in Russia against corruption and human rights violations. We should be on the side of the Russian people who are trying to liberate themselves from human rights violations and murder and political corruption in their country.  We need an independent investigation of the political, financial, military, and diplomatic invasion of America with this Russian connection. We need to restore our moral leadership in the world as the champion of human rights.                          ____________________",CREC-2017-04-06-pt1-PgH2770-4.txt,CREC-2017-04-06-pt1-PgH2770-4.xml,INDEPENDENT INVESTIGATION NEEDS TO BE ESTABLISHED CONCERNING RUSSIA,2017,4,6
13,GAETZ,2314,proceeding_id,topic_id,185,"Mr.Speaker, 93 percent of Americans support the legalization of doctor-prescribed medical marijuana--93 percent. But despite this widespread public support, marijuana remains classified as a schedule I drug, the same as LSD or heroin.  This harms low-income communities each year, it turns thousands of citizens into felons, and it punishes people who are sick and looking for medical help.  I think of Rayann, a young lady in my district with juvenile refractory epilepsy. She has seizures every day. Other treatments failed, but medical marijuana helped improve her condition. I thought of her when I worked on, and passed, Florida's Compassionate Medical Cannabis  Marijuana must be moved to schedule III, which will make it easier to conduct research into its medical uses. It will allow businesses to work with banks instead of looking over their shoulders in fear of a Federal raid, and it will keep States from being at odds with Federal law.  Today I am proud to introduce legislation that will reclassify marijuana as a schedule III drug. I look forward to working with my colleagues. America is watching, and now we must act.                          ____________________",CREC-2017-04-06-pt1-PgH2769-5.txt,CREC-2017-04-06-pt1-PgH2769-5.xml,MEDICAL MARIJUANA,2017,4,6
14,KIHUEN,2340,proceeding_id,topic_id,138,"Mr.Speaker, in 1988, Congress realized the danger posed by guns that can pass through security checkpoints undetected, and passed the Undetectable Firearms  The act, signed by President Reagan, has since been reauthorized under every single President, both Democrats and Republicans alike.  When this bill originally became law, fully plastic guns were science fiction. But, today, plans for plastic guns are available online and can be produced at home with no technical expertise. Unfortunately, the Undetectable Firearms Act hasn't been updated since 1988, and glaring gaps exist.  That is why today I am introducing the Undetectable Firearms Modernization This bill will make modest changes to the original act to more fully adhere to the spirit of the law.  Mr.Speaker, we need to be working to ensure that terrorists and criminals can't walk through security checkpoints with firearms undetected.                          ____________________",CREC-2017-04-06-pt1-PgH2769-4.txt,CREC-2017-04-06-pt1-PgH2769-4.xml,UNDETECTABLE FIREARMS MODERNIZATION,2017,4,6
15,LANGEVIN,1668,proceeding_id,topic_id,1415,"Mr.Speaker, I rise today to join a number of my colleagues in strong support of the National Endowments for the Arts and These venerable institutions, which both recently celebrated their 50th anniversaries, are a cornerstone of American cultural expressions. Sadly, they are also under attack.[[Page H2771]]  The President's recent budget outline called for the defunding and dismantling of the So I have gathered here with my friends and colleagues in the hope that we can help the President change his mind and demonstrate to him the immense benefit that the NEA and the NEH bring to our districts, our country, and, in fact, the world.  Being a Rhode Islander, I have always felt a special connection to the arts and humanities. Rhode Island was founded as a colony that welcomed free expression of religion, and that freedom of thought quickly translated into an independent mindedness that drove creative endeavors. It is no wonder, then, that into such an environment was born one of the 20th century's great statesmen and a champion of the arts, our late senior Senator, Senator Claiborne  Senator Pell was a mentor of mine, and I actually had the privilege of interning with him twice at one point. He is rightly lionized for many of his legislative achievements, including the Pell grants that bear his name. But I believe that no issue was closer to his heart than that of preserving and promoting American art and culture.  Anyone who knew the Senator knew that his own passion was reflected and redoubled by his wife, the indomitable Nuala Pell, one of the great supporters of the arts that my State and our country has ever seen. The National Endowments for the Arts and Humanities can trace their beginnings to the passions of the Pells, the vision of President Kennedy, and the determination of President  President Kennedy began his term with a focus on American culture, when he invited Robert Frost to read a poem at his inauguration. He soon followed this up by appointing August Heckscher his Special Consultant on the Heckscher's report entitled, ``The Arts and the National Government,'' led to the creation of the President's Advisory Council on the  Meanwhile, Senator Pell, the chairman of the Senate Special Subcommittee on the Arts and Humanities, was hard at work. He began his first hearing in 1963 with this statement: ``I believe that this cause and its implementation has a worldwide application; for as our cultural life is enhanced and strengthened, so does it project itself into the world beyond our shores. Let us apply renewed energies to the very concept we seek to advance: a true renaissance--the reawakening, the quickening, and above all, the unstinted growth of our cultural vitality.''  So over the next 2 years, working with legislators including Senators Hubert Humphrey and Jacob Javits and Representatives Frank Thompson and William Moorhead, Senator Pell crafted President Kennedy's vision into a reality. With the full support and assistance of President Johnson, the National Foundation on the Arts and the Humanities Act was signed into law on September 29, 1965.  The first Chairman of the National Endowment for the Humanities, incidentally, was another Rhode Islander, Barnaby Keeney, then president of Brown  Mr.Speaker, I begin this hour with a survey of history for a couple of reasons. First, I think that it is vital that both Members and the President understand the care and consideration that went into creating the So years of deliberation by some of our finest legislators went into the determination made in the arts and said:       While primarily a matter for private and local initiative,      the arts and humanities are also appropriate matters of      concern of the Federal  So there is no doubt that private foundation and corporate philanthropy are the bedrock of artistic funding in this country. Nonetheless, there is an important role for government at all levels to play, and the Endowment serves as the catalyst for governmental involvement.  Second, looking back helps remind us of the aspirations that drove the creation of the Endowments in the first place. Last week, we learned of the death of Yevgeny Yevtushenko, a Soviet poet who defied his totalitarian government. When President Kennedy brought poetry to his inauguration, it was in direct contrast to the Soviet Union, where literary dissidents were imprisoned or exiled and not given freedom to create.  What a message to send to the world in the 1960s, that the United States prized artistic expression, celebrated scholarly inquiry, and believed in the strength and progress embodied by multiculturalism. So the playwright in New York was not censored. He was cheered. A historian in North Carolina was greeted not with accusation, but acclaim. The painter in Nevada was not imprisoned; she was empowered.  Placed in context, the message sent by the creation of the Endowments was that America's culture was not just an asset to be protected, but a powerful tool for promoting freedom worldwide.  Just as importantly, the 1965 act recognized that American culture was not static. Rather, its evolution over time was the source of its power. However, I believe the most important reason to begin with the history of the Endowments can be found in the Arts and Humanities Act itself: ``An advanced civilization must not limit its efforts to science and technology alone, but must give full value and support to the other great branches of scholarly and cultural activity in order to achieve a better understanding of the past, a better analysis of the present, and a better view of the future.''  Why do we study the arts and humanities? Why do we promote them in the Halls of Congress? ``To achieve a better understanding of the past, a better analysis of the present, and a better view of the future.''  Mr.Speaker, I co-chair the Congressional Cybersecurity Caucus, a caucus that owes its very name to the work of an artist, William Gibson, who first coined the phrase ``cyberspace'' in 1984. Gibson helped create the lexicon that we use today to describe the internet as we know it and, in so doing, helped to shape its development and growth--a better view of the future, indeed.  For years, I promoted the STEM to STEAM movement, the concept of adding art and design to the STEM disciplines of science, technology, engineering, and mathematics.  Incidentally, this movement is another product of my home State, courtesy of the brilliant minds at the Rhode Island School of Design, in particular, as I understand it, then former President John Maeda, who, as I understand, coined the term ``STEM to STEAM.''  Incorporating principles of art and design in STEM helps foster creativity, encourages collaboration, and can engender sudden, inspired breakthroughs, all by helping to better analyze the present.  So in my role in the Armed Services and Homeland Security Committees, I am presented daily with new threats brought on by the advent of new technologies or fast-moving global events. The temptation to act quickly is strong, and sometimes immediate reaction is warranted; but more often than not, it is through examination of the past that I find a path forward.  These United States have weathered many crises over the centuries--some of our own making--but by better understanding of them, I can better analyze the present and better see a future of America peaceful, prosperous, and free.  Mr.Speaker, I know my colleagues have stories to tell of the great works that the NEA and NEH have supported in their districts, and I will share some of those stories as well. But I hope my words on the history of the Endowments have helped shape our understanding of their incredible purpose and ideals of President Kennedy, President Johnson, Senator Pell, and their colleagues.  America is better for the Endowments existing. The world is better for it. To cast them away in a budget outline that zeros them out without even a word of justification is a tragedy.                              {time}  1115  It dismisses the ideals of our forbearers as insignificant. It ignores the half century of work that many of my colleagues here have done to promote our culture through the And in the cruelest of ironies, it does so without engaging with the very disciplines it dismisses as unneeded. It cannot and will not go unchallenged.  Mr.Speaker, I am pleased to yield as much time as he may consume to the gentleman from North Carolina (Mr.Price). The gentleman has co-led this effort with me, and he proudly co-chairs the Caucus on the Humanities.[[Page H2772]]    ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
16,LANGEVIN,1668,proceeding_id,topic_id,162,"Mr.Speaker, I thank the gentleman for his outstanding comments, his insights, and his leadership on the arts and humanities issues. As co-chair of the Humanities Caucus here in the Congress, I appreciate his efforts in helping me organize and colead this effort to speak out against the effort to zero out the National Endowments for the Arts and the Humanities budget. We hope it will not stand, and we hope that the President will reconsider his initial budget proposal.  I am proud to yield to a number of my colleagues and want to begin with the gentleman from New Jersey (Mr.Pascrell), no shrinking violet himself, someone who is artistic and colorful in his own right, but it is no surprise to me that being from New Jersey he would be here since it was one of his late colleagues, the former Congressman from New Jersey, Frank Thompson, who was the House sponsor of the National Foundation on the Arts and the Humanities  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
17,PASCRELL,1510,proceeding_id,topic_id,804,"Mr.Speaker, I thank the gentleman from Rhode  Mr.Speaker, I rise today to express my strong support for the National Endowments for the Arts and the I want to associate myself with the comments of the gentleman from Rhode Island and the gentleman from North  As a former teacher, I have seen firsthand how important the arts and humanities are in educating our kids and bettering society as a whole.  It has been shown that exposure to the arts stimulates students' learning, their motivation, and their creativity.  Those students involved in the arts score significantly higher in the SATs than other students. Now, more than ever, the arts often seem to be one of the first programs cut from a school or a government budget.  In fact, this President has proposed eliminating both the Endowments entirely--the first time any President has proposed such a measure. This has been supported by Democrats and Republicans because it is meaningful to the entire  The NEA, the National Endowment for the Arts, has already sustained significant budget reductions. The NEA appropriation is 12 percent lower than it was in 2010. It declined to $19.5 million.  And while I understand, when everything is a priority, nothing is a priority, I understand that this priority affects the spirit of the greatest Nation in the world.                              {time}  1130  The importance of arts and humanities is not something we should even forget, even in the face of tough economic times. The arts support 4.7 million full-time United States jobs and, as you have heard, creates billions in economic activity each year.  In New Jersey, the National Endowment for the Arts last year provided over $1 million in direct grant funding to 13 arts organizations, community groups, schools, and artists, as well as enabled the New Jersey State Council on the Arts to award 171 grant and nongrant services totalling over $13 million. So there are consequences and a ripple effect to the few Federal dollars that are provided and targeted.  In my hometown of Paterson, New Jersey, the Council for the Humanities has awarded grant funding to the Hamilton Partnership for Paterson in support of their work for the Great Falls National Historical  Humanities organizations like these enrich the cultural and historical benefits of the Great Falls through programming and community involvement initiatives. That is why it is crucial that we ensure that they receive the funding and the recognition they deserve.  The budget proposal does damage to Americans across the board. One area taking a massive hit, if I may use a parallel, is health care. This budget would cripple the NIH, the National Institutes of Health, slashing funding by $5.8 billion, equal to 19 percent of the current $30.8 billion discretionary budget. The budget takes aim at vital antipoverty programs that directly impact health care because poverty causes poor health. So our physical health is going to take a toll.  But it is our mental health that could be improved through a strong arts foundation, helping to relieve stresses and lift American spirits. Spiritual health of Americans, supported by the NEA and the NEH, is a key piece of our overall well-being.  As an active member of the Congressional Arts Caucus, I have spent years opposing those who wanted to slash funding for the National Endowment for the Arts and  I will continue to work with my colleagues--and I pledge to you today that I will--on these Federal initiatives that possess widespread and bipartisan support.  Democrats and Republicans have always come together on this issue. It lifts our spirit as a culture and a nation. You mentioned Yevtushenko before, a Russian poet who came to New York City in the fifties. I only know a few words in Russian, but I went anyway because he was going to read his poetry in There was no interpreter there.  Yevtushenko had been in the midst of the Russian He had been in the midst of people trying to gain a voice. I just know a few words; nonetheless, I was moved by his spirit, like watching a painting or looking at a photograph or going to a movie. I understand without knowing the words. That is what a poem should be. It should be, regardless of meaning, in any language. Whether it is music, art, poetry, sculpture, cinema, photography, dance, it doesn't matter.  This is the heart of Our children are drawn to it. And we even use art and the humanities now to help those people through very distressing times, which is very interesting and fascinating.  So I thank the gentleman from Rhode Island (Mr.Langevin) for yielding. I want him to know he has a partner. Once I partner, you know I am not going to go away.  I also thank those who did stay to speak about this very critical issue.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
18,LANGEVIN,1668,proceeding_id,topic_id,58,"Mr.Speaker, I know everyone is on a tight time schedule, but I thank the gentleman from New Jersey (Mr.Pascrell) for staying and contributing his thoughts and his support to this effort.  Mr.Speaker, I yield to the gentleman from Rhode Island (Mr.Cicilline). I know that he is on a tight schedule to try to catch a train at noon.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
19,CICILLINE,2055,proceeding_id,topic_id,519,"Mr.Speaker, I thank the gentleman from Rhode Island for convening this Special Order hour and for his incredible leadership on this issue of the importance of the National Endowment for the Arts and the National Endowment for the Humanities, not only here in Congress, but for what the gentleman does back in Rhode Island to ensure that all Rhode Islanders have the ability to experience and enjoy the beauty of the arts and culture in our great  As the gentleman knows, and I am sure he has referenced, we come from the State of the late Senator Claiborne Pell, the founder of the National Endowment for the So we feel a special privilege, and it is a great honor to stand and defend this great institution. As has been mentioned, art not only nourishes our soul, but it makes us more human and creates beauty in the world.  We have had a number of events recently in Rhode Island where we have brought in invited artists and people who enjoy art to speak about what the impact might mean if we defunded the National Endowment for the There were so many beautiful words that were shared by a young woman who said: Art helped me find my voice.  And she described kind of what her life had been before she became an artist.  We know the economic impact of the arts. In my congressional district,[[Page H2774]]there are 1,340 arts-related businesses that employ almost 7,000 people. We spend in this country a very modest amount, .004 percent, so four one-thousandths of 1 percent is the budget of the National Endowment for the So it is a very modest budget.  Forty percent of the programming for the National Endowment for the Arts supports activities in high-poverty areas. So the contributions it makes are enormous to our economy. For every dollar that is invested in the arts, it yields $51 in economic activity. So there are tremendous economic benefits to this.  In addition to that, as was referenced by Representative Price from North Carolina, arts, culture, and creativity are essential parts of the job skills for the 21st century. People want to employ people who are entrepreneurial, creative, problem-solving; and arts and music are some of the best vehicles to develop those skills.  So it is something which is important to the future economy of our country, to the kind of civilization that we will be a part of. It adds to the lives of everyone that we will represent.  I thank Representative Langevin for giving me an opportunity to reinforce the importance of funding the National Endowment for the Arts and the National Endowment for the It makes all the difference in the world to the kind of art experiences people have in this country. We invest a very modest amount of money, and it yields so much more that it is hard to imagine America without the National Endowment for the Arts and the National Endowment for the  Mr.Speaker, I thank my friend and colleague from Rhode Island (Mr.Langevin) for leading this effort and for convening this Special Order hour.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
20,LANGEVIN,1668,proceeding_id,topic_id,101,"Mr.Speaker, I thank Congressman Cicilline from Rhode Island for his comments and also for his partnership in helping to support the arts and humanities back home in Rhode Island and in our country as a whole. As the gentleman said, we have a special connection to the arts and humanities, given the leadership of our late senior Senator Claiborne Pell who created the National Endowment for the Arts and Humanities in the first place, along with the support of his wife, Nuala Pell, who David and I both know very well.  Mr.Speaker, I yield to the gentlewoman from North Carolina (",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
21,ADAMS,2201,proceeding_id,topic_id,932,"Mr.Speaker, I thank the gentleman from Rhode Island (Mr.Langevin) for his dedication to the National Endowment for the Arts and the National Endowment for the Humanities, and for organizing this Special Order today.  As the 12th Congressional District Representative from North Carolina, as a practicing professional artist, as an arts educator, a curator, and a retired 40-year visual arts professor, I am pleased to join with all of my colleagues expressing my support for the National Endowment for the Arts and the National Endowment for the I want to associate myself with the previous comments made by my colleagues from North Carolina and New Jersey as well.  I have learned throughout my professional arts education and arts management careers that, yes, the arts are nice; but beyond being nice, they are absolutely necessary and essential to enriching our lives.  Artists connect the past to the present. They convey our unique experiences. And they are presented in many forms, sometimes familiar and other times unfamiliar.  A universal language, the arts speak to people everywhere to help them understand diversity and cultures and some of the most complicated issues.  The arts and humanities are critical for adding value to our shared culture. They are not just used to mark celebrations, but to challenge perceptions of society.  Museums function as tools to house and preserve our collective history as a nation and bind us together as one community. Visual artists reflect on our society and they force us to reconcile our past. Writers record history and expose and challenge readers to different ideals presented in our society. Musicians transcend social and cultural boundaries to connect the listener through the sound of their instruments.  Time and time again, we have made a conscious decision to fund the arts and the humanities, signaling that we intrinsically value the arts as being crucial to our collective identity.  The NEA and the NEH have been and continue to be necessary to the success of the arts and humanities in my home State of North As a Representative of Charlotte, one of the largest cities in the South, I understand how important the NEA and the NEH is to Charlotte's unique and thriving art culture.  In 2016, the NEA invested $60,000 in grants in Charlotte for programs such as the Children's Theatre of Charlotte Inc.'s performance of the ``Journey to Oz'' and the McColl Center for Art and Innovation's exhibition and residency featuring Latino and Hispanic artists. NEA grants make these cultural events possible not just in my State, but in States throughout this  The arts not only provide entertainment, but they also encourage us to think critically. Advocates and researchers have shown that the arts have a positive impact on a young person's development. And because of this understanding, the arts and music were included in the Every Student Succeeds Act as part of a well-rounded education.  The NEA is a critical component to ensuring strong arts education in our schools. Through direct grants, the NEA is able to support crucial preschool through 12th grade education projects.  By establishing partnerships with our colleges and universities, the NEA is able to engage with our institutions of higher learning to provide necessary grants to preserve and restore historic works of art.  As a college art professor, I had the privilege of working with the NEA to secure a matching grant, which allowed the college to preserve and restore a historic painting by Aaron Douglas, the father of the Harlem  In order to continue to ensure that our students remain competitive in a global society, we must continue to fund the arts.  In addition to the cultural and educational impact of the arts, they play an important role in helping our veterans transition to civilian life and combat physical and mental illnesses. Through the NEA Military Healing Arts Partnership, the NEA has worked with the Department of Defense to create an art therapy program to treat servicemembers with traumatic brain injuries and associated psychological health issues at the Walter Reed National Military Medical This program places art therapy at the center of a multidisciplinary treatment approach.  Through art therapy, our brave servicemen and -women are able to receive specialized treatment that enable them to heal both their physical and their mental wounds. Participants in the program have found relief and have seen vast improvements in sleep, communication, pain, and their ability to confront emotional challenges. This program has also invested in critical research on the impacts and the benefits of this treatment.  The NEA's budget for fiscal year 2017 was $148 million, just .004 percent of the Federal budget, a small amount.  Through a relatively small investment in the arts, we are able to yield large returns. Not only do the arts serve us culturally in terms of being significant, but the nonprofit arts and the cultural sector is an economic driver, supporting about 4.13 million jobs and contributing to a gross domestic product of 4.2 percent, or about $729 billion.                              {time}  1145  The arts are crucial. They are critical to our culture. They are crucial to our education and to our economy. And in all respects, it is the arts that make us human. So funding for NEA and the NEH must remain in the Federal budget.  I would urge my colleagues to support us in that effort to keep the arts as a viable part of our budget, which means that it will be a viable part of our communities.  I thank the gentleman so much for putting together this Special Order and for allowing me to have input today.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
22,LANGEVIN,1668,proceeding_id,topic_id,159,"I thank the gentlewoman for her presence here today but,[[Page H2775]]most especially, for her outstanding words and participation in this effort. Thank you for what you have contributed here today, your wonderful perspective. I hope it catches the President's attention and, hopefully, reverses this effort to zero out funding for the National Endowments for the Arts and the  Mr.Speaker, some may think of the arts and humanities as just luxuries or extras, but they are not. They are central to who we are. It is also about the jobs they create and how the artists and the folks from the humanities contribute to our economy, people who earn a living and pay taxes and, again, are a vibrant part of our communities, our States, and our country. So that is something else that is important to remember.  Mr.Speaker, I am very proud now to yield to my colleague from New York (Mr.Tonko), who has an important perspective to offer.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
23,TONKO,1942,proceeding_id,topic_id,992,"Mr.Speaker, I thank the gentleman from Rhode Island for yielding. Thank you, Representative Langevin, for leading us in this hour, and also for your great leadership on behalf of the arts and humanities.  I am very pleased to join my colleagues in taking this time to speak about the critical importance of the National Endowment for the Arts, NEA, and the National Endowment for the Humanities,  Any great civil society will grow even stronger by embracing the arts and humanities, and certainly America, when she embraces the arts and the humanities, grows to the greatest potential; so the greatness of America is reflected by that interest and that investment.  At a time when some are arguing that we must cut our way to success, I would remind them that investments in the arts and in humanities are investments in our workforce and in our economy. I fully support funding for these programs.  The National Endowment for the Arts provides a foundation for America's artistic excellence, her creativity, and innovation that benefits individuals, communities, and our industries.  As NEA Chair Jane Chu once said: ``Although many may not realize it, the arts actively intersect with areas such as the economy, human development, and community vitality.''  The NEA, as a strong sponsor of the arts and artists, is an integral source of strength at these intersections, challenging students to turn imaginative ideas into brilliant solutions for generations to come.  Art in our communities, and especially in our schools, is indeed vital. It is one of the most important ways that we celebrate our unique regional heritage and expand our own horizons of creativity and innovation.  In the capital region of New York, the area that I am so proud to represent, we value the arts. So much of our artistic achievement would not be possible without the National Endowment for the  For many years, the Albany Symphony Orchestra has received NEA grants in support of the American Music  The Arts Center of the Capital Region has received NEA grants for exhibitions, workshops, and master classes.  Yaddo has been the recipient of many NEA grants to support residencies for collaborative teams.  Fence magazine uses NEA grants for publication of books of poetry and podcasts.  Rensselaer Polytechnic Institute was just awarded an NEA grant for residencies to create works investigating the intersection of art, media, technology, and, yes, science.  Without the NEA, these programs would not be there to enrich our communities and our lives.  National Endowment for the Humanities awards also support research and innovation, strengthen critical thinking and writing skills, as well as strengthen humanities education in all institutions of learning.  Supporting the growth of the humanities in our communities is just as essential. The National Endowment for the Humanities has contributed in many ways to the capital region, which has a very rich history and heritage worthy of preservation, promotion, and celebration.  Many of our institutes of higher education have benefited from these grants, including RPI, Skidmore, Union College, and SUNY Albany, to name a few.  Some of the projects that have been funded by NEH include the Underground Railroad History Project of the Capital Region, which explores the complex relationship between the Underground Railroad, the end of the Civil War and Reconstruction in our region, as well as the influence of these events on our contemporary society.  Investments in the humanities also drive us to be better citizens. NEH has supported the League of Women Voters of New York State Education Foundation, which is working toward the celebration of women's right to vote and the 100th anniversary of the League of Women Voters in New York State to celebrate the upcoming events commemorating the women's suffrage centennial.  Grant recipients include the Girl Scouts, the Troy Boys and Girls Club, libraries, museums, high schools, and elementary schools. Our history reminds us of the pride that comes with developing community and neighborhood, investments that those who came before us made in growing families, developing households, building neighborhoods in powerful and meaningful ways.  This conversation is also closely linked to two other important fields that are intertwined with the arts and humanities. First, I am a longtime supporter of America's heritage areas, special places that have played important roles in shaping our They tell the stories of people and communities, the pioneer spirit of which laid the foundations of our society.  Heritage areas provide enormous economic benefits, and I greatly appreciate the work that the Erie Canalway and Hudson Valley heritage areas have done for upstate New As the co-chair of the Congressional National Heritage Area Caucus, I continue to be impressed by how the entire National Heritage Areas program operates on a very small budget. These cost-effective programs create jobs and grow our local economies.  In fact, each Federal dollar invested in this program leverages more than $5 in non-Federal funds. That is exactly the kind of smart investing we need to see more of.  By the way, thank you to the 77 Members who joined me in supporting funding for heritage areas.  I am also supporting funding for the Institute of Museum and Library Services because museums are a vital part of our communities and educational infrastructure. These museums collectively employ 400,000 Americans and have an impact of $20 billion in their communities.  During my time in Congress, I have been a steadfast advocate for our Nation's museums, and I have urged my colleagues to robustly fund the Institute of Museum and Library Services, the primary agency that supports our Nation's 33,000 museums. It is highly accountable, and its great competitive, peer-reviewed grants programs serve all  This year, we had 166 Members signing on to that letter. So it is very obvious, NEH, NEA, IMLS, and National Heritage Areas are fundamental investments in our communities. They make life richer, more meaningful; they inspire us; they challenge us. They need to be funded. Let's move forward with the critical funding they require and deserve.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
24,LANGEVIN,1668,proceeding_id,topic_id,44,"I thank the gentleman from New York for his comments and for his leadership on this issue.  Mr.Speaker, may I inquire as to how much time we have remaining?  The SPEAKER pro tempore (Mr.Ferguson). The gentleman from Rhode Island has approximately 12 minutes remaining.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
25,LANGEVIN,1668,proceeding_id,topic_id,13,"Mr.Speaker, I am proud to yield now to the gentleman from Illinois (Mr.Foster).  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
