speaker_id,first_name,last_name,type,party,state,district,bio_guide_id,congress_id
1720,Phil,Gingrey,REPRESENTATIVE,R,GA,11,G000550,113
1339,John,Glenn,SENATOR,D,OH,,G000236,105
1801,Louie,Gohmert,REPRESENTATIVE,R,TX,1,G000552,113
445,Henry,Gonzalez,REPRESENTATIVE,D,TX,20,G000272,105
1555,Charles,Gonzalez,REPRESENTATIVE,D,TX,20,G000544,107
1486,Virgil,Goode,REPRESENTATIVE,R,VA,5,G000280,107
446,Bob,Goodlatte,REPRESENTATIVE,R,VA,6,G000289,113
447,William,Goodling,REPRESENTATIVE,R,PA,19,G000291,106
448,Bart,Gordon,REPRESENTATIVE,D,TN,6,G000309,107
1341,Slade,Gorton,SENATOR,R,WA,,G000333,106
1992,Paul,Gosar,REPRESENTATIVE,R,AZ,4,G000565,113
450,Porter,Goss,REPRESENTATIVE,R,FL,14,G000336,107
2058,Trey,Gowdy,REPRESENTATIVE,R,SC,4,G000566,113
2234,Gwen,Graham,REPRESENTATIVE,D,FL,2,G000575,114
1342,Bob,Graham,SENATOR,D,FL,,G000352,107
452,Lindsey,Graham,SENATOR,R,SC,,G000359,113
453,Phil,Gramm,SENATOR,R,TX,,G000365,107
454,Rod,Grams,SENATOR,R,MN,,G000367,106
1487,Kay,Granger,REPRESENTATIVE,R,TX,12,G000377,113
457,Chuck,Grassley,SENATOR,R,IA,,G000386,113
2245,Garret,Graves,REPRESENTATIVE,R,LA,6,G000577,114
1979,Tom,Graves,REPRESENTATIVE,R,GA,14,G000560,113
1656,Sam,Graves,REPRESENTATIVE,R,MO,6,G000546,113
1914,Alan,Grayson,REPRESENTATIVE,D,FL,9,G000556,113
1559,Mark,Green,REPRESENTATIVE,R,WI,8,G000545,107
1803,Al,Green,REPRESENTATIVE,D,TX,9,G000553,113
462,Gene,Green,REPRESENTATIVE,D,TX,29,G000410,113
465,James,Greenwood,REPRESENTATIVE,R,PA,8,G000439,107
466,Judd,Gregg,SENATOR,R,NH,,G000445,107
1990,Tim,Griffin,REPRESENTATIVE,R,AR,2,G000567,113
2070,H.,Griffith,REPRESENTATIVE,R,VA,9,G000568,113
1906,Parker,Griffith,REPRESENTATIVE,R,AL,5,G000557,111
1708,Raul,Grijalva,REPRESENTATIVE,D,AZ,3,G000551,113
2041,Michael,Grimm,REPRESENTATIVE,R,NY,11,G000569,113
2276,Glenn,Grothman,REPRESENTATIVE,R,WI,6,G000576,114
1662,Felix,Grucci,REPRESENTATIVE,R,NY,1,G000547,107
2038,Frank,Guinta,REPRESENTATIVE,R,NH,1,G000570,112
1922,Brett,Guthrie,REPRESENTATIVE,R,KY,2,G000558,113
478,Luis,Gutierrez,REPRESENTATIVE,D,IL,4,G000535,113
479,Gil,Gutknecht,REPRESENTATIVE,R,MN,1,G000536,107
1902,Kay,Hagan,SENATOR,D,NC,,H001049,113
1545,Chuck,Hagel,SENATOR,R,NE,,H001028,107
2089,Janice,Hahn,REPRESENTATIVE,D,CA,44,H001063,113
1865,John,Hall,REPRESENTATIVE,D,NY,19,H001039,110
484,Ralph,Hall,REPRESENTATIVE,R,TX,4,H000067,113
487,Tony,Hall,REPRESENTATIVE,D,OH,3,H000074,107
1919,Deborah,Halvorson,REPRESENTATIVE,D,IL,11,H001044,111
489,Lee,Hamilton,REPRESENTATIVE,D,IN,9,H000114,105
2010,Colleen,Hanabusa,REPRESENTATIVE,D,HI,1,H001050,113
2044,Richard,Hanna,REPRESENTATIVE,R,NY,22,H001051,113
498,James,Hansen,REPRESENTATIVE,R,UT,1,H000172,107
2260,Cresent,Hardy,REPRESENTATIVE,R,NV,4,H001070,114
1849,Phil,Hare,REPRESENTATIVE,D,IL,17,H001040,111
501,Tom,Harkin,SENATOR,D,IA,,H000206,113
502,Jane,Harman,REPRESENTATIVE,D,CA,36,H000213,107
1933,Gregg,Harper,REPRESENTATIVE,R,MS,3,H001045,113
2026,Andy,Harris,REPRESENTATIVE,R,MD,1,H001052,113
1714,Katherine,Harris,REPRESENTATIVE,R,FL,13,H001035,108
1666,Melissa,Hart,REPRESENTATIVE,R,PA,4,H001033,107
2032,Vicky,Hartzler,REPRESENTATIVE,R,MO,4,H001053,113
510,J.,Hastert,REPRESENTATIVE,R,IL,14,H000323,107
511,Alcee,Hastings,REPRESENTATIVE,D,FL,19,H000324,113
512,Doc,Hastings,REPRESENTATIVE,R,WA,4,H000329,113
1351,Orrin,Hatch,SENATOR,R,UT,,H000338,113
1600,Robin,Hayes,REPRESENTATIVE,R,NC,8,H001029,107
2042,Nan,Hayworth,REPRESENTATIVE,R,NY,19,H001054,112
520,J.,Hayworth,REPRESENTATIVE,R,AZ,6,H000413,107
2170,Denny,Heck,REPRESENTATIVE,D,WA,10,H001064,113
2040,Joseph,Heck,REPRESENTATIVE,R,NV,3,H001055,113
524,Joel,Hefley,REPRESENTATIVE,R,CO,5,H000444,107
525,W.,Hefner,REPRESENTATIVE,D,NC,8,H000448,105
1937,Martin,Heinrich,SENATOR,D,NM,,H001046,113
2174,Heidi,Heitkamp,SENATOR,D,ND,,H001069,113
1863,Dean,Heller,SENATOR,R,NV,,H001041,113
1359,Jesse,Helms,SENATOR,R,NC,,H000463,107
1749,Jeb,Hensarling,REPRESENTATIVE,R,TX,5,H001036,113
533,Wally,Herger,REPRESENTATIVE,R,CA,2,H000528,107
2071,Jaime,Herrera Beutler,REPRESENTATIVE,R,WA,3,H001056,113
1760,Stephanie,Herseth Sandlin,REPRESENTATIVE,D,SD,0,H001037,110
2237,Jody,Hice,REPRESENTATIVE,R,GA,10,H001071,114
1794,Brian,Higgins,REPRESENTATIVE,D,NY,26,H001038,113
1489,Rick,Hill,REPRESENTATIVE,R,MT,0,H000605,106
2223,J.,Hill,REPRESENTATIVE,R,AR,2,H001072,114
1578,Baron,Hill,REPRESENTATIVE,D,IN,9,H001030,107
538,Van,Hilleary,REPRESENTATIVE,R,TN,4,H000615,107
539,Earl,Hilliard,REPRESENTATIVE,D,AL,7,H000621,107
1913,James,Himes,REPRESENTATIVE,D,CT,4,H001047,113
541,Maurice,Hinchey,REPRESENTATIVE,D,NY,26,H000627,107
1490,Ruben,Hinojosa,REPRESENTATIVE,D,TX,15,H000636,113
1844,Mazie,Hirono,SENATOR,D,HI,,H001042,113
545,David,Hobson,REPRESENTATIVE,R,OH,7,H000666,107
2088,Kathleen,Hochul,REPRESENTATIVE,D,NY,26,H001062,112
1862,Paul,Hodes,REPRESENTATIVE,D,NH,2,H001043,110
1579,Joseph,Hoeffel,REPRESENTATIVE,D,PA,13,H001031,107
547,Peter,Hoekstra,REPRESENTATIVE,R,MI,2,H000676,107
2079,John,Hoeven,SENATOR,R,ND,,H001061,113
550,Tim,Holden,REPRESENTATIVE,D,PA,6,H000712,107
2143,George,Holding,REPRESENTATIVE,R,NC,12,H001065,113
1361,Ernest,Hollings,SENATOR,D,SC,,H000725,107
1580,Rush,Holt,REPRESENTATIVE,D,NJ,12,H001032,113
1634,Michael,Honda,REPRESENTATIVE,D,CA,17,H001034,113
1491,Darlene,Hooley,REPRESENTATIVE,D,OR,5,H000762,107
559,Stephen,Horn,REPRESENTATIVE,R,CA,38,H000789,107
2147,Steven,Horsford,REPRESENTATIVE,D,NV,4,H001066,113
562,John,Hostettler,REPRESENTATIVE,R,IN,8,H000807,107
563,Amo,Houghton,REPRESENTATIVE,R,NY,31,H000814,106
566,Steny,Hoyer,REPRESENTATIVE,D,MD,5,H000874,113
2140,Richard,Hudson,REPRESENTATIVE,R,NC,8,H001067,113
2020,Tim,Huelskamp,REPRESENTATIVE,R,KS,1,H001057,113
2101,Jared,Huffman,REPRESENTATIVE,D,CA,2,H001068,113
2028,Bill,Huizenga,REPRESENTATIVE,R,MI,2,H001058,113
1492,Kenny,Hulshof,REPRESENTATIVE,R,MO,9,H000948,107
2015,Randy,Hultgren,REPRESENTATIVE,R,IL,14,H001059,113
1909,Duncan,Hunter,REPRESENTATIVE,R,CA,50,H001048,113
575,Duncan,Hunter,REPRESENTATIVE,R,CA,52,H000981,107
2269,Will,Hurd,REPRESENTATIVE,R,TX,23,H001073,114
2069,Robert,Hurt,REPRESENTATIVE,R,VA,5,H001060,113
1493,Asa,Hutchinson,REPRESENTATIVE,R,AR,3,H001014,106
578,Tim,Hutchinson,SENATOR,R,AR,,H001015,107
1368,Kay,Hutchison,SENATOR,R,TX,,H001016,107
580,Henry,Hyde,REPRESENTATIVE,R,IL,6,H001022,107
582,Bob,Inglis,REPRESENTATIVE,R,SC,4,I000023,110
583,James,Inhofe,SENATOR,R,OK,,I000024,113
1369,Daniel,Inouye,SENATOR,D,HI,,I000025,107
584,Jay,Inslee,REPRESENTATIVE,D,WA,1,I000026,107
1608,Johnny,Isakson,SENATOR,R,GA,,I000055,113
1663,Steve,Israel,REPRESENTATIVE,D,NY,3,I000057,113
1640,Darrell,Issa,REPRESENTATIVE,R,CA,49,I000056,113
586,Ernest,Istook,REPRESENTATIVE,R,OK,5,I000047,107
587,Jesse,Jackson,REPRESENTATIVE,D,IL,2,J000283,107
588,Sheila,Jackson Lee,REPRESENTATIVE,D,TX,18,J000032,113
592,William,Jefferson,REPRESENTATIVE,D,LA,2,J000070,107
593,James,Jeffords,SENATOR,I,VT,,J000072,107
2149,Hakeem,Jeffries,REPRESENTATIVE,D,NY,8,J000294,113
1921,Lynn,Jenkins,REPRESENTATIVE,R,KS,2,J000290,113
2278,Evan,Jenkins,REPRESENTATIVE,R,WV,3,J000297,114
1494,William,Jenkins,REPRESENTATIVE,R,TN,1,J000082,107
1785,Bobby,Jindal,REPRESENTATIVE,R,LA,1,J000287,110
1899,Mike,Johanns,SENATOR,R,NE,,J000291,113
1495,Christopher,John,REPRESENTATIVE,D,LA,7,J000110,107
602,Nancy,Johnson,REPRESENTATIVE,R,CT,6,J000163,107
1496,Jay,Johnson,REPRESENTATIVE,D,WI,8,J000149,105
604,Tim,Johnson,SENATOR,D,SD,,J000177,113
1648,Timothy,Johnson,REPRESENTATIVE,R,IL,15,J000285,107
603,Sam,Johnson,REPRESENTATIVE,R,TX,3,J000174,113
599,Eddie,Johnson,REPRESENTATIVE,D,TX,30,J000126,113
2086,Ron,Johnson,SENATOR,R,WI,,J000293,113
2199,David,Jolly,REPRESENTATIVE,R,FL,13,J000296,114
1581,Stephanie,Jones,REPRESENTATIVE,D,OH,11,J000284,107
612,Walter,Jones,REPRESENTATIVE,R,NC,3,J000255,113
2154,David,Joyce,REPRESENTATIVE,R,OH,14,J000295,113
1880,Steve,Kagen,REPRESENTATIVE,D,WI,8,K000365,110
2176,Tim,Kaine,SENATOR,D,VA,,K000384,113
615,Paul,Kanjorski,REPRESENTATIVE,D,PA,11,K000008,107
616,Marcy,Kaptur,REPRESENTATIVE,D,OH,9,K000009,113
618,John,Kasich,REPRESENTATIVE,R,OH,12,K000016,106
2264,John,Katko,REPRESENTATIVE,R,NY,24,K000386,114
1964,Edward,Kaufman,SENATOR,D,DE,,K000373,111
2025,William,Keating,REPRESENTATIVE,D,MA,9,K000375,113
1644,Ric,Keller,REPRESENTATIVE,R,FL,8,K000361,107
624,Sue,Kelly,REPRESENTATIVE,R,NY,19,K000078,107
2294,Trent,Kelly,REPRESENTATIVE,R,MS,1,K000388,114
2051,Mike,Kelly,REPRESENTATIVE,R,PA,3,K000376,113
2190,Robin,Kelly,REPRESENTATIVE,D,IL,2,K000385,113
1376,Dirk,Kempthorne,SENATOR,R,ID,,K000088,105
1652,Mark,Kennedy,REPRESENTATIVE,R,MN,2,K000358,107
2172,Joseph,Kennedy,REPRESENTATIVE,D,MA,4,K000379,113
1377,Edward,Kennedy,SENATOR,D,MA,,K000105,107
627,Patrick,Kennedy,REPRESENTATIVE,D,RI,1,K000113,107
628,Barbara,Kennelly,REPRESENTATIVE,D,CT,1,K000118,105
1650,Brian,Kerns,REPRESENTATIVE,R,IN,7,K000359,107
1378,J.,Kerrey,SENATOR,D,NE,,K000146,106
1379,John,Kerry,SENATOR,D,MA,,K000148,107
631,Dale,Kildee,REPRESENTATIVE,D,MI,9,K000172,107
2134,Daniel,Kildee,REPRESENTATIVE,D,MI,5,K000380,113
2169,Derek,Kilmer,REPRESENTATIVE,D,WA,6,K000381,113
1497,Carolyn,Kilpatrick,REPRESENTATIVE,D,MI,15,K000180,107
1948,Mary,Kilroy,REPRESENTATIVE,D,OH,15,K000372,111
632,Jay,Kim,REPRESENTATIVE,R,CA,41,K000181,105
1498,Ron,Kind,REPRESENTATIVE,D,WI,3,K000188,113
2185,Angus,King,SENATOR,I,ME,,K000383,113
1724,Steve,King,REPRESENTATIVE,R,IA,4,K000362,113
635,Peter,King,REPRESENTATIVE,R,NY,2,K000210,113
636,Jack,Kingston,REPRESENTATIVE,R,GA,1,K000220,113
2014,Adam,Kinzinger,REPRESENTATIVE,R,IL,16,K000378,113
1647,Mark,Kirk,SENATOR,R,IL,,K000360,113
1972,Paul,Kirk,SENATOR,D,MA,,K000374,111
1907,Ann,Kirkpatrick,REPRESENTATIVE,D,AZ,1,K000368,113
1934,Larry,Kissell,REPRESENTATIVE,D,NC,8,K000369,112
637,Gerald,Kleczka,REPRESENTATIVE,D,WI,4,K000259,107
1842,Ron,Klein,REPRESENTATIVE,D,FL,22,K000366,110
1733,John,Kline,REPRESENTATIVE,R,MN,2,K000363,113
639,Ron,Klink,REPRESENTATIVE,D,PA,4,K000270,106
1826,Amy,Klobuchar,SENATOR,D,MN,,K000367,113
641,Scott,Klug,REPRESENTATIVE,R,WI,2,K000274,105
2228,Stephen,Knight,REPRESENTATIVE,R,CA,25,K000387,114
642,Joe,Knollenberg,REPRESENTATIVE,R,MI,11,K000288,107
1380,Herb,Kohl,SENATOR,D,WI,,K000305,107
645,Jim,Kolbe,REPRESENTATIVE,R,AZ,5,K000306,107
1917,Suzanne,Kosmas,REPRESENTATIVE,D,FL,24,K000370,111
1926,Frank,Kratovil,REPRESENTATIVE,D,MD,1,K000371,111
1499,Dennis,Kucinich,REPRESENTATIVE,D,OH,10,K000336,107
1795,John,Kuhl,REPRESENTATIVE,R,NY,29,K000364,109
2145,Ann,Kuster,REPRESENTATIVE,D,NH,2,K000382,113
1582,Steven,Kuykendall,REPRESENTATIVE,R,CA,36,K000357,106
655,Jon,Kyl,SENATOR,R,AZ,,K000352,107
657,John,LaFalce,REPRESENTATIVE,D,NY,29,L000556,107
2295,Darin,LaHood,REPRESENTATIVE,R,IL,18,L000585,114
659,Ray,LaHood,REPRESENTATIVE,R,IL,18,L000552,107
2100,Doug,LaMalfa,REPRESENTATIVE,R,CA,1,L000578,113
667,Steven,LaTourette,REPRESENTATIVE,R,OH,19,L000553,107
2011,Raul,Labrador,REPRESENTATIVE,R,ID,1,L000573,113
1570,Blanche,Lambert,SENATOR,D,AR,,L000035,107
1834,Doug,Lamborn,REPRESENTATIVE,R,CO,5,L000564,113
1500,Nick,Lampson,REPRESENTATIVE,D,TX,9,L000043,107
1936,Leonard,Lance,REPRESENTATIVE,R,NJ,7,L000567,113
1546,Mary,Landrieu,SENATOR,D,LA,,L000550,113
2024,Jeffrey,Landry,REPRESENTATIVE,R,LA,3,L000574,112
1668,James,Langevin,REPRESENTATIVE,D,RI,2,L000559,113
2050,James,Lankford,REPRESENTATIVE,R,OK,5,L000575,113
663,Tom,Lantos,REPRESENTATIVE,D,CA,12,L000090,107
664,Steve,Largent,REPRESENTATIVE,R,OK,1,L000096,106
1675,Rick,Larsen,REPRESENTATIVE,D,WA,2,L000560,113
1583,John,Larson,REPRESENTATIVE,D,CT,1,L000557,113
666,Tom,Latham,REPRESENTATIVE,R,IA,3,L000111,113
1381,Frank,Lautenberg,SENATOR,D,NJ,,L000123,106
2252,Brenda,Lawrence,REPRESENTATIVE,D,MI,14,L000581,114
670,Rick,Lazio,REPRESENTATIVE,R,NY,2,L000155,106
1971,George,LeMieux,SENATOR,R,FL,,L000572,111
672,James,Leach,REPRESENTATIVE,R,IA,1,L000169,107
1383,Patrick,Leahy,SENATOR,D,VT,,L000174,113
1501,Barbara,Lee,REPRESENTATIVE,D,CA,13,L000551,113
1944,Christopher,Lee,REPRESENTATIVE,R,NY,26,L000568,111
2080,Mike,Lee,SENATOR,R,UT,,L000577,113
1384,Carl,Levin,SENATOR,D,MI,,L000261,113
683,Sander,Levin,REPRESENTATIVE,D,MI,9,L000263,113
688,John,Lewis,REPRESENTATIVE,D,GA,5,L000287,113
687,Jerry,Lewis,REPRESENTATIVE,R,CA,40,L000274,107
689,Ron,Lewis,REPRESENTATIVE,R,KY,2,L000293,107
1385,Joseph,Lieberman,SENATOR,D,CT,,L000304,107
2230,Ted,Lieu,REPRESENTATIVE,D,CA,33,L000582,114
693,John,Linder,REPRESENTATIVE,R,GA,11,L000321,107
694,William,Lipinski,REPRESENTATIVE,D,IL,3,L000342,107
1781,Daniel,Lipinski,REPRESENTATIVE,D,IL,3,L000563,113
696,Bob,Livingston,REPRESENTATIVE,R,LA,1,L000371,105
699,Frank,LoBiondo,REPRESENTATIVE,R,NJ,2,L000554,113
1846,David,Loebsack,REPRESENTATIVE,D,IA,2,L000565,113
701,Zoe,Lofgren,REPRESENTATIVE,D,CA,19,L000397,113
2033,Billy,Long,REPRESENTATIVE,R,MO,7,L000576,113
707,Trent,Lott,SENATOR,R,MS,,L000447,107
2238,Barry,Loudermilk,REPRESENTATIVE,R,GA,11,L000583,114
2271,Mia,Love,REPRESENTATIVE,R,UT,4,L000584,114
2111,Alan,Lowenthal,REPRESENTATIVE,D,CA,47,L000579,113
709,Nita,Lowey,REPRESENTATIVE,D,NY,17,L000480,113
711,Frank,Lucas,REPRESENTATIVE,R,OK,3,L000491,113
1562,Ken,Lucas,REPRESENTATIVE,D,KY,4,L000558,107
1931,Blaine,Luetkemeyer,REPRESENTATIVE,R,MO,3,L000569,113
1387,Richard,Lugar,SENATOR,R,IN,,L000504,107
1939,Ben,Lujan,REPRESENTATIVE,D,NM,3,L000570,113
2146,Michelle,Lujan Grisham,REPRESENTATIVE,D,NM,1,L000580,113
1960,Cynthia,Lummis,REPRESENTATIVE,R,WY,0,L000571,113
717,Daniel,Lungren,REPRESENTATIVE,R,CA,3,L000517,112
718,Bill,Luther,REPRESENTATIVE,D,MN,6,L000521,107
1686,Stephen,Lynch,REPRESENTATIVE,D,MA,8,L000562,113
2258,Thomas,MacArthur,REPRESENTATIVE,R,NJ,3,M001193,114
721,Connie,Mack,SENATOR,R,FL,,M000019,106
1776,Connie,Mack,REPRESENTATIVE,R,FL,14,M001155,112
1943,Daniel,Maffei,REPRESENTATIVE,D,NY,24,M001171,113
1841,Tim,Mahoney,REPRESENTATIVE,D,FL,16,M001164,110
1719,Denise,Majette,REPRESENTATIVE,D,GA,4,M001145,108
1502,James,Maloney,REPRESENTATIVE,D,CT,5,M000090,107
729,Carolyn,Maloney,REPRESENTATIVE,D,NY,12,M000087,113
2150,Sean,Maloney,REPRESENTATIVE,D,NY,18,M001185,113
1983,Joe,Manchin,SENATOR,D,WV,,M001183,113
732,Thomas,Manton,REPRESENTATIVE,D,NY,7,M000117,105
733,Donald,Manzullo,REPRESENTATIVE,R,IL,16,M001138,107
1806,Kenny,Marchant,REPRESENTATIVE,R,TX,24,M001158,113
2053,Tom,Marino,REPRESENTATIVE,R,PA,10,M001179,113
1911,Betsy,Markey,REPRESENTATIVE,D,CO,4,M001172,111
735,Edward,Markey,SENATOR,D,MA,,M000133,113
1718,Jim,Marshall,REPRESENTATIVE,D,GA,8,M001146,110
743,Matthew,Martinez,REPRESENTATIVE,R,CA,31,M000206,106
1769,Mel,Martinez,SENATOR,R,FL,,M001162,110
745,Frank,Mascara,REPRESENTATIVE,D,PA,20,M000212,107
1945,Eric,Massa,REPRESENTATIVE,D,NY,29,M001173,111
2094,Thomas,Massie,REPRESENTATIVE,R,KY,4,M001184,113
1671,Jim,Matheson,REPRESENTATIVE,D,UT,4,M001142,113
1814,Doris,Matsui,REPRESENTATIVE,D,CA,6,M001163,113
748,Robert,Matsui,REPRESENTATIVE,D,CA,5,M000249,107
2195,Vance,McAllister,REPRESENTATIVE,R,LA,5,M001192,113
754,John,McCain,SENATOR,R,AZ,,M000303,113
1503,Carolyn,McCarthy,REPRESENTATIVE,D,NY,4,M000309,113
1833,Kevin,McCarthy,REPRESENTATIVE,R,CA,23,M001165,113
756,Karen,McCarthy,REPRESENTATIVE,D,MO,5,M000316,107
1820,Claire,McCaskill,SENATOR,D,MO,,M001170,113
1804,Michael,McCaul,REPRESENTATIVE,R,TX,10,M001157,113
1908,Tom,McClintock,REPRESENTATIVE,R,CA,4,M001177,113
1653,Betty,McCollum,REPRESENTATIVE,D,MN,4,M001143,113
761,Bill,McCollum,REPRESENTATIVE,R,FL,8,M000350,106
1395,Mitch,McConnell,SENATOR,R,KY,,M000355,113
1732,Thaddeus,McCotter,REPRESENTATIVE,R,MI,11,M001147,112
763,Jim,McCrery,REPRESENTATIVE,R,LA,4,M000388,107
765,Joseph,McDade,REPRESENTATIVE,R,PA,10,M000399,105
766,Jim,McDermott,REPRESENTATIVE,D,WA,7,M000404,113
1504,James,McGovern,REPRESENTATIVE,D,MA,2,M000312,113
772,Paul,McHale,REPRESENTATIVE,D,PA,15,M000466,105
1792,Patrick,McHenry,REPRESENTATIVE,R,NC,10,M001156,113
773,John,McHugh,REPRESENTATIVE,R,NY,24,M000472,107
775,Scott,McInnis,REPRESENTATIVE,R,CO,3,M000477,107
776,David,McIntosh,REPRESENTATIVE,R,IN,2,M000481,106
1505,Mike,McIntyre,REPRESENTATIVE,D,NC,7,M000485,113
778,Howard,McKeon,REPRESENTATIVE,R,CA,25,M000508,107
2074,David,McKinley,REPRESENTATIVE,R,WV,1,M001180,113
780,Cynthia,McKinney,REPRESENTATIVE,D,GA,4,M000523,107
1941,Michael,McMahon,REPRESENTATIVE,D,NY,13,M001174,111
1809,Cathy,McMorris Rodgers,REPRESENTATIVE,R,WA,5,M001159,113
1832,Jerry,McNerney,REPRESENTATIVE,D,CA,9,M001166,113
785,Michael,McNulty,REPRESENTATIVE,D,NY,21,M000590,107
2225,Martha,McSally,REPRESENTATIVE,R,AZ,2,M001197,114
2142,Mark,Meadows,REPRESENTATIVE,R,NC,11,M001187,113
2052,Patrick,Meehan,REPRESENTATIVE,R,PA,7,M001181,113
788,Martin,Meehan,REPRESENTATIVE,D,MA,5,M000627,107
789,Carrie,Meek,REPRESENTATIVE,D,FL,17,M000628,107
1715,Kendrick,Meek,REPRESENTATIVE,D,FL,17,M001148,110
1506,Gregory,Meeks,REPRESENTATIVE,D,NY,5,M001137,113
1786,Charlie,Melancon,REPRESENTATIVE,D,LA,3,M001161,110
791,Robert,Menendez,SENATOR,D,NJ,,M000639,113
2148,Grace,Meng,REPRESENTATIVE,D,NY,6,M001188,113
1900,Jeff,Merkley,SENATOR,D,OR,,M001176,113
2130,Luke,Messer,REPRESENTATIVE,R,IN,6,M001189,113
792,Jack,Metcalf,REPRESENTATIVE,R,WA,2,M000669,106
800,John,Mica,REPRESENTATIVE,R,FL,7,M000689,113
1730,Michael,Michaud,REPRESENTATIVE,D,ME,2,M001149,113
802,Barbara,Mikulski,SENATOR,D,MD,,M000702,113
805,Juanita,Millender-McDonald,REPRESENTATIVE,D,CA,37,M000714,107
1624,Zell,Miller,SENATOR,D,GA,,M001141,107
1685,Jeff,Miller,REPRESENTATIVE,R,FL,1,M001144,113
808,George,Miller,REPRESENTATIVE,D,CA,11,M000725,113
1584,Gary,Miller,REPRESENTATIVE,R,CA,31,M001139,113
1735,Brad,Miller,REPRESENTATIVE,D,NC,13,M001154,112
1731,Candice,Miller,REPRESENTATIVE,R,MI,10,M001150,113
807,Dan,Miller,REPRESENTATIVE,R,FL,13,M000720,107
813,David,Minge,REPRESENTATIVE,D,MN,2,M000795,106
815,Patsy,Mink,REPRESENTATIVE,D,HI,2,M000797,107
1918,Walter,Minnick,REPRESENTATIVE,D,ID,1,M001175,111
1830,Harry,Mitchell,REPRESENTATIVE,D,AZ,5,M001167,110
820,John,Moakley,REPRESENTATIVE,D,MA,9,M000834,106
823,Susan,Molinari,REPRESENTATIVE,R,NY,13,M000843,105
824,Alan,Mollohan,REPRESENTATIVE,D,WV,1,M000844,107
2248,John,Moolenaar,REPRESENTATIVE,R,MI,4,M001194,114
2277,Alexander,Mooney,REPRESENTATIVE,R,WV,2,M001195,114
1811,Gwen,Moore,REPRESENTATIVE,D,WI,4,M001160,113
1561,Dennis,Moore,REPRESENTATIVE,D,KS,3,M001140,107
1507,Jerry,Moran,SENATOR,R,KS,,M000934,113
832,James,Moran,REPRESENTATIVE,D,VA,8,M000933,113
833,Constance,Morella,REPRESENTATIVE,R,MD,8,M000941,107
1405,Carol,Moseley-Braun,SENATOR,D,IL,,M001025,105
2246,Seth,Moulton,REPRESENTATIVE,D,MA,6,M001196,114
1407,Daniel,Moynihan,SENATOR,D,NY,,M001054,106
2156,Markwayne,Mullin,REPRESENTATIVE,R,OK,2,M001190,113
2059,Mick,Mulvaney,REPRESENTATIVE,R,SC,5,M001182,113
1408,Frank,Murkowski,SENATOR,R,AK,,M001085,107
1694,Lisa,Murkowski,SENATOR,R,AK,,M001153,113
1968,Scott,Murphy,REPRESENTATIVE,D,NY,20,M001178,111
1837,Christopher,Murphy,SENATOR,D,CT,,M001169,113
1875,Patrick,Murphy,REPRESENTATIVE,D,PA,8,M001168,110
2117,Patrick,Murphy,REPRESENTATIVE,D,FL,18,M001191,113
1744,Tim,Murphy,REPRESENTATIVE,R,PA,18,M001151,113
1409,Patty,Murray,SENATOR,D,WA,,M001111,113
844,John,Murtha,REPRESENTATIVE,D,PA,12,M001120,107
1711,Marilyn,Musgrave,REPRESENTATIVE,R,CO,4,M001152,110
849,Sue,Myrick,REPRESENTATIVE,R,NC,9,M001134,107
850,Jerrold,Nadler,REPRESENTATIVE,D,NY,10,N000002,113
1602,Grace,Napolitano,REPRESENTATIVE,D,CA,32,N000179,113
854,Richard,Neal,REPRESENTATIVE,D,MA,1,N000015,113
2108,Gloria,Negrete McLeod,REPRESENTATIVE,D,CA,35,N000187,113
1627,Ben,Nelson,SENATOR,D,NE,,N000180,107
859,Bill,Nelson,SENATOR,D,FL,,N000032,113
860,George,Nethercutt,REPRESENTATIVE,R,WA,5,N000051,107
1758,Randy,Neugebauer,REPRESENTATIVE,R,TX,19,N000182,113
861,Mark,Neumann,REPRESENTATIVE,R,WI,1,N000054,105
2275,Dan,Newhouse,REPRESENTATIVE,R,WA,4,N000189,114
862,Robert,Ney,REPRESENTATIVE,R,OH,18,N000081,107
1412,Don,Nickles,SENATOR,R,OK,,N000102,107
2060,Kristi,Noem,REPRESENTATIVE,R,SD,0,N000184,113
867,Richard,Nolan,REPRESENTATIVE,D,MN,8,N000127,113
2202,Donald,Norcross,REPRESENTATIVE,D,NJ,1,N000188,114
1508,Anne,Northup,REPRESENTATIVE,R,KY,3,N000143,107
868,Eleanor,Norton,DELEGATE,D,DC,,N000147,113
869,Charles,Norwood,REPRESENTATIVE,R,GA,10,N000159,107
2001,Richard,Nugent,REPRESENTATIVE,R,FL,11,N000185,113
1710,Devin,Nunes,REPRESENTATIVE,R,CA,22,N000181,113
2034,Alan,Nunnelee,REPRESENTATIVE,R,MS,1,N000186,113
871,Jim,Nussle,REPRESENTATIVE,R,IA,2,N000172,107
1957,Glenn,Nye,REPRESENTATIVE,D,VA,2,N000183,111
2162,Beto,O'Rourke,REPRESENTATIVE,D,TX,16,O000170,113
1763,Barack,Obama,SENATOR,D,IL,,O000167,110
876,James,Oberstar,REPRESENTATIVE,D,MN,8,O000006,107
877,David,Obey,REPRESENTATIVE,D,WI,7,O000007,107
1955,Pete,Olson,REPRESENTATIVE,R,TX,22,O000168,113
879,John,Olver,REPRESENTATIVE,D,MA,1,O000085,107
